import_io import_bson	import_matplotlib.pyplot
import_io import_bson import_matplotlib.pyplot	import_multiprocessing
import_bson import_matplotlib.pyplot import_multiprocessing	var1=multiprocessing.Pool
import_matplotlib.pyplot import_multiprocessing var1=multiprocessing.Pool	var5=numpy.array
var6=numpy.zeros	var10=pandas.read_csv
import_pandas	import_numpy
import_io	import_bson
import_io import_bson	import_matplotlib.pyplot
import_io import_bson import_matplotlib.pyplot	import_multiprocessing
import_bson import_matplotlib.pyplot import_multiprocessing	import_numpy
import_matplotlib.pyplot import_multiprocessing import_numpy	import_scipy
import_multiprocessing import_numpy import_scipy	import_time
import_numpy import_scipy import_time	var12.compile
import_io	import_bson
import_io import_bson	import_matplotlib.pyplot
import_io import_bson import_matplotlib.pyplot	import_multiprocessing
import_bson import_matplotlib.pyplot import_multiprocessing	var1.rename
import_numpy	import_pandas
import_numpy import_pandas	import_bson
import_numpy import_pandas import_bson	import_io
import_pandas import_bson import_io	import_matplotlib.pyplot
import_bson import_io import_matplotlib.pyplot	var4=numpy.zeros
import_numpy	import_pandas
import_numpy import_pandas	import_bson
import_numpy import_pandas import_bson	import_io
import_pandas import_bson import_io	import_matplotlib.pyplot
import_bson import_io import_matplotlib.pyplot	var4=numpy.zeros
import_bson	import_cv2
import_bson import_cv2	import_struct
import_bson import_cv2 import_struct	var2.sort_index
var2.rename var2.head import_multiprocessing	var7=multiprocessing.Manager
var7=multiprocessing.Manager var2=var7.dict var9=multiprocessing.Queue	var10=multiprocessing.Lock
var2=var7.dict var9=multiprocessing.Queue var10=multiprocessing.Lock	var11=multiprocessing.Pool
var9=multiprocessing.Queue var10=multiprocessing.Lock var11=multiprocessing.Pool	var11.close
var10=multiprocessing.Lock var11=multiprocessing.Pool var11.close	var11.join
var11=multiprocessing.Pool var11.close var11.join	var9.put
var11.close var11.join var9.put	var9.put
var2.append_1 var3.append_2 var7=pandas.DataFrame	var8=numpy.arange
var1.append_1 var2.append_2 import_io	import_bson
var2.append_2 import_io import_bson	import_matplotlib
import_io import_bson import_matplotlib	import_matplotlib.pyplot
import_bson import_matplotlib import_matplotlib.pyplot	import_multiprocessing
import_matplotlib import_matplotlib.pyplot import_multiprocessing	import_numpy
import_matplotlib.pyplot import_multiprocessing import_numpy	import_pandas
import_multiprocessing import_numpy import_pandas	var6.append_0
var2.append_2 numpy.fromstring import_io	import_bson
numpy.fromstring import_io import_bson	import_matplotlib
import_io import_bson import_matplotlib	import_matplotlib.pyplot
import_bson import_matplotlib import_matplotlib.pyplot	import_multiprocessing
import_matplotlib import_matplotlib.pyplot import_multiprocessing	import_numpy
import_matplotlib.pyplot import_multiprocessing import_numpy	import_pandas
import_multiprocessing import_numpy import_pandas	var10.rename
var6.close var7=var6.create_dataset var6=pandas.HDFStore	var6.close
var7=var6.create_dataset var6=pandas.HDFStore var6.close	var1.info
var30=var29.count var29.get_group import_seaborn	matplotlib.pyplot.figure
var22.fit var22.fit import_pydot	var23.fit
import_matplotlib.pyplot	import_seaborn
import_matplotlib.pyplot import_seaborn	import_cufflinks
import_matplotlib.pyplot import_seaborn import_cufflinks	var0=pandas.read_csv
import_numpy	import_pandas
import_numpy import_pandas	import_os
import_numpy import_pandas import_os	import_matplotlib.pyplot
import_pandas import_os import_matplotlib.pyplot	import_xgboost
import_os import_matplotlib.pyplot import_xgboost	import_time
import_matplotlib.pyplot import_xgboost import_time	import_datetime
import_xgboost import_time import_datetime	var0=pandas.read_csv
import_numpy	import_pandas
import_numpy import_pandas	import_random
import_numpy import_pandas import_random	import_datetime
import_pandas import_random import_datetime	import_matplotlib.pyplot
import_random import_datetime import_matplotlib.pyplot	import_seaborn
import_datetime import_matplotlib.pyplot import_seaborn	import_statsmodels.formula.api
import_matplotlib.pyplot import_seaborn import_statsmodels.formula.api	import_statsmodels.tsa.api
import_seaborn import_statsmodels.formula.api import_statsmodels.tsa.api	import_statsmodels.api
import_statsmodels.formula.api import_statsmodels.tsa.api import_statsmodels.api	import_scipy.stats
import_statsmodels.tsa.api import_statsmodels.api import_scipy.stats	import_os
import_statsmodels.api import_scipy.stats import_os	var0=pandas.read_csv
import_pandas	import_numpy
import_pandas import_numpy	import_matplotlib.pyplot
import_pandas import_numpy import_matplotlib.pyplot	import_seaborn
import_numpy import_matplotlib.pyplot import_seaborn	var1=pandas.read_csv
var5=pandas.read_csv item_category_id var8=pandas.DataFrame	var9.rename
import_numpy	import_pandas
import_numpy import_pandas	import_matplotlib.pyplot
import_numpy import_pandas import_matplotlib.pyplot	var2=pandas.read_csv
matplotlib.pyplot.plot matplotlib.pyplot.plot var14=var1.copy	var18=var17.transform
var0=pandas.read_csv import_datetime	var0.info
var0=pandas.read_csv import_datetime var0.info	var0.head
var0.info var0.head import_seaborn	import_matplotlib.pyplot
var0.head import_seaborn import_matplotlib.pyplot	iloc
import_os	import_math
import_os import_math	import_time
import_os import_math import_time	import_numpy
import_math import_time import_numpy	import_pandas
import_time import_numpy import_pandas	import_random
import_numpy import_pandas import_random	import_datetime
import_pandas import_random import_datetime	import_matplotlib.pyplot
import_random import_datetime import_matplotlib.pyplot	import_seaborn
import_datetime import_matplotlib.pyplot import_seaborn	import_statsmodels.formula.api
import_matplotlib.pyplot import_seaborn import_statsmodels.formula.api	import_statsmodels.tsa.api
import_seaborn import_statsmodels.formula.api import_statsmodels.tsa.api	import_statsmodels.api
import_statsmodels.formula.api import_statsmodels.tsa.api import_statsmodels.api	import_scipy.stats
import_statsmodels.tsa.api import_statsmodels.api import_scipy.stats	import_datetime
import_statsmodels.api import_scipy.stats import_datetime	import_matplotlib.pyplot
import_scipy.stats import_datetime import_matplotlib.pyplot	import_warnings
import_datetime import_matplotlib.pyplot import_warnings	var0=pandas.read_csv
var0.info var0.describe import_matplotlib.pyplot	matplotlib.pyplot.boxplot
import_matplotlib.pyplot	import_seaborn
import_matplotlib.pyplot import_seaborn	var0=pandas.read_csv
import_tensorflow	import_numpy
import_tensorflow import_numpy	import_matplotlib.pyplot
import_tensorflow import_numpy import_matplotlib.pyplot	shape
import_tensorflow	import_numpy
import_tensorflow import_numpy	import_matplotlib.pyplot
import_tensorflow import_numpy import_matplotlib.pyplot	shape
var3=pandas.read_csv var4=pandas.read_csv import_matplotlib	var6=pandas.DataFrame
var12=pandas.merge var10=var10.drop var10=numpy.array	var12=numpy.array
var26=var26.rename var13.to_pickle import_pandas	import_numpy
var13.to_pickle import_pandas import_numpy	import_os
import_pandas import_numpy import_os	import_gc
import_numpy import_os import_gc	import_xgboost
import_os import_gc import_xgboost	import_scipy.stats
import_gc import_xgboost import_scipy.stats	import_seaborn
import_xgboost import_scipy.stats import_seaborn	import_matplotlib.pyplot
import_scipy.stats import_seaborn import_matplotlib.pyplot	import_pickle
import_seaborn import_matplotlib.pyplot import_pickle	var13=pandas.read_pickle
var35=xgboost.train xgboost.plot_importance import_xgboost	import_pandas
xgboost.plot_importance import_xgboost import_pandas	import_numpy
import_xgboost import_pandas import_numpy	import_gc
import_pandas import_numpy import_gc	var13=pandas.read_pickle
var6=pandas.merge var7=pandas.pivot_table import_seaborn	var8=var7.sum
var7=pandas.pivot_table import_seaborn var8=var7.sum	seaborn.regplot
import_seaborn var8=var7.sum seaborn.regplot	var9=var7.sum
var8=var7.sum seaborn.regplot var9=var7.sum	var12=pandas.pivot_table
var33=var33.rename var33=var33.rename var2=pandas.merge	var2=pandas.merge
var33=var33.rename var2=pandas.merge var2=pandas.merge	var2=pandas.merge
var2=pandas.merge var2=pandas.merge var2=pandas.merge	loc
var56=pandas.DataFrame var61=var60.fit_transform var61=pandas.DataFrame	var61.rename
var7.fit var9=var7.predict var10=pandas.DataFrame	var11=pandas.DataFrame
var3.fit var8=var3.predict import_csv	var11.writerow
import_matplotlib.pyplot	var0=pandas.read_csv
iloc iloc import_numpy	var15.fit
var3=var3.drop var6.append_0 import_matplotlib.pyplot	pandas.crosstab
var0=var0.drop var6.append_0 import_matplotlib.pyplot	import_seaborn
var6.append_0 import_matplotlib.pyplot import_seaborn	matplotlib.pyplot.hist
import_os	var0=pandas.read_csv
import_numpy var2=numpy.sort import_matplotlib.pyplot	import_seaborn
var2=numpy.sort import_matplotlib.pyplot import_seaborn	seaborn.set
import_matplotlib.pyplot import_seaborn seaborn.set	matplotlib.pyplot.figure
import_warnings	var0=pandas.read_csv
var14=numpy.concatenate var46=numpy.concatenate import_pickle	var47.close
var46=numpy.concatenate import_pickle var47.close	import_pickle
import_pickle var47.close import_pickle	var47.close
var47.close import_pickle var47.close	var53=pandas.DataFrame
loc loc import_lightgbm	var42=lightgbm.LGBMRegressor
var48=var47.fit_transform var50=var47.fit_transform import_xgboost	import_lightgbm
var50=var47.fit_transform import_xgboost import_lightgbm	var54=xgboost.DMatrix
import_numpy	import_pandas
import_numpy import_pandas	import_matplotlib.pyplot
import_numpy import_pandas import_matplotlib.pyplot	import_seaborn
import_pandas import_matplotlib.pyplot import_seaborn	var0=pandas.read_csv
var17.fit var18=var17.predict import_tensorflow	import_tensorflow.contrib.learn
var18=var17.predict import_tensorflow import_tensorflow.contrib.learn	var20=tensorflow.contrib.learn.DNNClassifier
var10=var0.copy var13.head import_seaborn	import_matplotlib.pyplot
var13.head import_seaborn import_matplotlib.pyplot	seaborn.set
import_seaborn import_matplotlib.pyplot seaborn.set	var14=seaborn.FacetGrid
var0=seaborn.color_palette	import_plotly.offline
var0=seaborn.color_palette import_plotly.offline	plotly.offline.init_notebook_mode
var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode	import_plotly.graph_objs
import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs	import_plotly.tools
plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools	var1=pandas.read_csv
var7.fit var8=var7.predict import_seaborn	seaborn.heatmap
var8=var7.predict import_seaborn seaborn.heatmap	var10.fit
import_pandas	import_numpy
import_pandas import_numpy	import_matplotlib.pyplot
import_pandas import_numpy import_matplotlib.pyplot	var0=pandas.read_csv
import_matplotlib.pyplot	import_seaborn
import_matplotlib.pyplot import_seaborn	var0=pandas.read_csv
var10=var0.drop var12=var6.drop import_matplotlib.gridspec	import_matplotlib.gridspec
var12=var6.drop import_matplotlib.gridspec import_matplotlib.gridspec	matplotlib.pyplot.figure
pandas.set_option	var0=pandas.read_csv
var35=var34.sample var27=var35.drop import_collections	var43.fit
import_matplotlib.pyplot	import_sklearn
import_matplotlib.pyplot import_sklearn	var0=pandas.read_csv
matplotlib.pyplot.show var3=numpy.array var4=numpy.array	iloc
var3=numpy.array var4=numpy.array iloc	var5=var5.drop
var4=numpy.array iloc var5=var5.drop	var5=numpy.array
iloc var5=var5.drop var5=numpy.array	var5=numpy.log1p
var5=var5.drop var5=numpy.array var5=numpy.log1p	var4.append_0
var5=numpy.array var5=numpy.log1p var4.append_0	var7=numpy.array
var5=numpy.log1p var4.append_0 var7=numpy.array	iloc
var4.append_0 var7=numpy.array iloc	var5=numpy.array
var7=numpy.array iloc var5=numpy.array	var5=numpy.log1p
iloc var5=numpy.array var5=numpy.log1p	var7.append_0
var5=numpy.array var5=numpy.log1p var7.append_0	var8.fit
pandas.set_option	var0=pandas.read_csv
matplotlib.pyplot.figure seaborn.heatmap import_scikitplot	var9.fit
import_matplotlib.pyplot	import_sklearn
import_matplotlib.pyplot import_sklearn	var0=pandas.read_csv
matplotlib.pyplot.show var3=numpy.array var4=numpy.array	iloc
var3=numpy.array var4=numpy.array iloc	var5=var5.drop
var4=numpy.array iloc var5=var5.drop	var5=numpy.array
iloc var5=var5.drop var5=numpy.array	var5=numpy.log1p
