Masked	Next masked
matplotlib.pyplot.figure matplotlib.pyplot.tight_layout matplotlib.pyplot.show matplotlib.pyplot.subplot matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.title 	var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.tight_layout matplotlib.pyplot.show matplotlib.pyplot.subplot matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.title 	var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 
matplotlib.pyplot.figure matplotlib.pyplot.tight_layout matplotlib.pyplot.show matplotlib.pyplot.subplot matplotlib.pyplot.ylabel matplotlib.pyplot.xticks matplotlib.pyplot.title 	var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 
var11=pandas.read_csv 	var11.head 
var11=pandas.read_csv 	var11.head 
var11=pandas.read_csv 	var11.head 
iloc iloc 	var16.fit var17=var16.predict 
iloc iloc 	import_nltk var6=var6.lower 
iloc iloc 	var2.drop iloc 
var1.head 	var0.head 
var1.head 	var1.head 
var1.head 	var11=var10.fit_transform var12=var10.transform var14=var13.fit_transform var15=var13.transform var17=var16.fit_transform var18=var16.transform var20=var19.fit_transform var21=var19.transform 
var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 	var1=var1.select_dtypes var1=var1.dropna matplotlib.pyplot.suptitle matplotlib.pyplot.show 
var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 	var1=var1.select_dtypes var1=var1.dropna matplotlib.pyplot.suptitle matplotlib.pyplot.show 
var1=var1.dropna var5=var1.corr matplotlib.pyplot.figure var6=matplotlib.pyplot.matshow matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.colorbar matplotlib.pyplot.title matplotlib.pyplot.show 	var1=var1.select_dtypes var1=var1.dropna matplotlib.pyplot.suptitle matplotlib.pyplot.show 
var24=var13.drop var27=var14.drop shape var30=numpy.mean var31=numpy.std var33=pandas.DataFrame var37=var22.copy var38=lightgbm.Dataset var39=lightgbm.Dataset var40=lightgbm.train var41=var40.predict var41=var40.predict var20.append_0 var12=pandas.concat var44=var40.feature_importance var45=var40.feature_name var16=numpy.array var43.append_1 	var12=var12.set_index var47.to_csv 
var24=var13.drop var27=var14.drop shape var30=numpy.mean var31=numpy.std var33=pandas.DataFrame var37=var22.copy var38=lightgbm.Dataset var39=lightgbm.Dataset var40=lightgbm.train var41=var40.predict var41=var40.predict var20.append_0 var12=pandas.concat var44=var40.feature_importance var45=var40.feature_name var16=numpy.array var43.append_1 	var12=var12.set_index var47.to_csv 
var24=var13.drop var27=var14.drop shape var30=numpy.mean var31=numpy.std var33=pandas.DataFrame var37=var22.copy var38=lightgbm.Dataset var39=lightgbm.Dataset var40=lightgbm.train var41=var40.predict var41=var40.predict var20.append_0 var12=pandas.concat var44=var40.feature_importance var45=var40.feature_name var16=numpy.array var43.append_1 	var12=var12.set_index var47.to_csv 
var9.fit 	var11=var9.predict 
var9.fit 	var11=var9.predict 
var6=pandas.read_csv 	var7=var2.transform 
var6=pandas.read_csv 	loc 
var57=pandas.DataFrame 	var58=var57.applymap var58=pandas.concat var58=pandas.concat 
var57=pandas.DataFrame 	var58=var57.applymap var58=pandas.concat var58=pandas.concat 
var52=pandas.DataFrame 	var52=pandas.DataFrame 
var52=pandas.DataFrame 	var57=pandas.DataFrame 
var4.append_0 var5.append_1 var4.append_2 var5.append_3 var4.append_4 var5.append_5 	var8=pandas.DataFrame var8=pandas.merge var9.append_0 
var4.append_0 var5.append_1 var4.append_2 var5.append_3 var4.append_4 var5.append_5 	var8=pandas.DataFrame var8=pandas.merge var9.append_0 
matplotlib.pyplot.hist matplotlib.pyplot.hist matplotlib.pyplot.grid matplotlib.pyplot.legend 	matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.colorbar matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel 
matplotlib.pyplot.hist matplotlib.pyplot.hist matplotlib.pyplot.grid matplotlib.pyplot.legend 	var29=pandas.read_csv var29.head 
matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 	seaborn.violinplot seaborn.violinplot seaborn.violinplot seaborn.violinplot 
var10=var5.predict 	var2.to_csv 
var10=var5.predict 	var2.to_csv 
var16=pandas.DataFrame 	var16=pandas.merge 
var16=pandas.DataFrame 	var16=pandas.merge 
var0.head 	matplotlib.pyplot.figure seaborn.violinplot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title 
var0.head 	var3=var0.query 
var12=var12.join 	var12.to_pickle 
var12=var12.join 	var12.to_pickle 
var11.append_0 var12.append_1 var11.append_2 var12.append_3 var11.append_4 var12.append_5 	var16=pandas.DataFrame 
var11.append_0 var12.append_1 var11.append_2 var12.append_3 var11.append_4 var12.append_5 	var16=pandas.DataFrame 
var11=var11.join 	var11.to_pickle 
var11=var11.join 	var11.to_pickle 
